Date,Score,Reviews
"Sep 6, 2022",NEGATIVE,"For a movie that aims to be one of the greatest Marvel is really far from that... It's not like you will spend a bad time watching this movie but the main issue with it is the pace. Multiple times the film will get exciting but then spoil the tension by giving you a flashback or a long conversation, also the lack of bright light/colors contributes to make the movie looks duller than it is. The story (not the script) of Eternals is by far the best part, the characters have to face very complex situations in a cosmic-level but also in a deep human-level. The only issue here is that we have complex quandaries with not-that-complex characters. I won't say that the characters are cliché or one-note but they lack the depth needed by the storyline. The actors playing the two main characters fail to give charism or chemistry to their eternal beings... it's especially visible when you have Angelina Jolie succeeding in all of that with Don Lee and with the (surprising) few amount of screen time and dialogue she has."
"Sep 5, 2022",NEUTRAL,Much better the second time around.
"Sep 5, 2022",POSITIVE,Beautiful cinematography and just a wonderful introduction to these new Marvel characters. Chole Zhao is amazing and excited to see more of her in the MCU.
"Sep 5, 2022",NEUTRAL,I watched it for its Visual Effects.
"Sep 5, 2022",POSITIVE,I am wondering of Eternals sequel that Thanos's brother help Eternals.
"Sep 5, 2022",NEGATIVE,"I really wanted to like this movie but they failed on so many levels. The story was weak, the writing was horrendous and they played identity politics...the box office numbers don't lie"
"Sep 4, 2022",NEGATIVE,Utter rubbish. Takes an embarrassingly silly approach to the (already absurd) superhero premise.
"Sep 4, 2022",NEUTRAL,"This is very much a film of its type - a Marvel CGI fest. There are a lot of characters and a lot of story but it didn't really grab me. I'm not too keen on most of these films yet Chloe Zhao (the director) is one of my favourite directors, so that piqued my interest. Angelina Jolie and Gemma Chan certainly give credible performances but this film felt too long drawn out and a little cliched for my liking. I wouldn't recommend it as such, no."
"Sep 4, 2022",NEUTRAL,It's good not unwatchable.
"Sep 4, 2022",POSITIVE,"The critical reception for ""Eternals"" showed me many professionals working in this space today are too egotistical for their own good. This ""certified rotten"" is so thoroughly undeserved and it's likely all because it doesn't push the political agenda elitist critics want it to. Instead, ""Eternals"" tells a story that actually rejects the idea of narratives and is instead an exploration of truth. It's unimportant what conclusions it arrives at because, like the source material written by the legendary Jack Kirby, the journey is what matters. Director Chloe Zhao relies heavily on realistic set pieces to tell her epic 7000-year story, featuring truly breathtaking cinematography. Zhao picks up the important details from Kirby's inspired, but unfortunately short-lived series about a group of extraterrestrials tasked with protecting humanity, hiding in plain sight on Earth. Actress Gemma Chan delivers a performance full of empathy as the film's lead Sersi, one reminiscent of the divine feminine impulse. Richard Madden is surprising and electric as the complicated Eternal, Ikaris, while Angelina Jolie is touching as the broken and confused Thena. The rest of the cast is delightful, including the hilarious Kumail Nanjiani and the always lovely Salma Hayek."
"Sep 4, 2022",NEGATIVE,Wasted a couple hours of my life. Humor was dry and the movie was a drag. Go watch it if you have insomnia
"Sep 3, 2022",NEGATIVE,"Just awful, one of the main characters leaves for no reason before the big battle, monsters so bad. Whole thing really poor."
"Sep 3, 2022",NEGATIVE,"Despite its inclusive cast and its director, Eternals is still a bland, boring movie that fails in the most important thing: entertaining the audience."
"Sep 3, 2022",NEUTRAL,This isn't really my kind of movie
"Sep 3, 2022",NEGATIVE,"can a marvel movie get any worse, we have yet to see . . ."
"Sep 2, 2022",NEGATIVE,"This movie's greatest sins were that it seemed pointless, and it was boring."
"Sep 2, 2022",NEGATIVE,"It's not She-Hulk bad, but it is awful. The cool visuals and decent acting from most of the cast couldn't carry the bad writing and terribly planned marvel movie."
"Sep 1, 2022",NEGATIVE,"Not for me, I am not a simp"
"Aug 31, 2022",NEGATIVE,"I found this movie to be longer than it needed to be. The lifestyle of the characters felt forced upon the viewer. I think this movie is a little bit on the ""woke""side. A big letdown for a Marvel movie."
"Aug 31, 2022",POSITIVE,"It's a great movie with amazing action scene design like I have never seen before, especially at the peak ending where the team tries to take down Ikaris, bravo to that. Chloe portraits the power of each member beautifully - especially Makkari. Just one thing that made me take out 1 star out is that Chloe made the Eternals robot puppets. She could have turned the story a lot better when Marvel tries to promote them as the god among men, where the audience had high expectations from that. Make them what you said they were and really it's what they should be."
"Aug 29, 2022",NEUTRAL,"Beautifully shot movie, wish it tied into the MCU more…we know sequel will"
"Aug 28, 2022",POSITIVE,Not saying this is the best story ever written but I genuinely had a good time watching it. Love the whole ambiance/universes
"Aug 27, 2022",NEGATIVE,"hit the nail on the head with that ""perfectly"" bridled potential vibe."
"Aug 26, 2022",POSITIVE,It's a comic book movie mixed with a philosophy book. Very interesting!!!
"Aug 26, 2022",NEUTRAL,"I don't care what people are saying, go and watch this movie! It's a fresh and new tone for the mcu, and it's different from anything we've ever gotten before in the mcu. It's just really fun and enjoyable, while also showing some really great characters, and dealing with the end of the world. It's not the best, but it's defenently not a waste of time. Would recommend"
"Aug 25, 2022",NEUTRAL,CGI quality and acting are good points of this movie but the story is weak and so far we haven't seen the impacts that the movie leaves on the Marvel universe.
"Aug 24, 2022",NEGATIVE,"Całkiem ok, ale główna bohaterka do bólu nijaka i nudna, od razu zapomina się o jej istnieniu"
"Aug 24, 2022",NEGATIVE,"You will feel betrayed by a studio that promises changes in its formula, but innovates to the extent that it self-destructs, eternal is the apex of the MCU's wear and tear."
"Aug 24, 2022",NEGATIVE,This movie pretty much has no reason to exist. Totally rotten.
"Aug 24, 2022",NEGATIVE,"Wow, I've never disliked a Marvel film until this. I really wish I could like it. I was excited to see the Stark brothers from Game of Thrones in another work, but they did not manage to save it. Not by a long shot. $200 million down the drain. Chloé Zhao really messed this up. Don't even bother watching this. It was embarrassing."
"Aug 23, 2022",NEGATIVE,Absolutely horrible!
"Aug 23, 2022",NEGATIVE,This movie just didn't make me feel invested in the Eternals. The visuals were quite outstanding but weren't enough to win me over.
"Aug 23, 2022",NEGATIVE,Worst MCU movie to date.
"Aug 23, 2022",POSITIVE,"Although it is a film much underestimated by critics and by the general public who loves classic Marvel characters, I consider it a true directorial and narrative masterpiece. It has a tone that is very reminiscent of DC movies, which isn't a bad thing because it's okay to diversify the genre. The characters are well characterized although, being ten protagonists, some are more important than others. The sceneries are spectacular precisely because they are real and not in CGI. The plot is interesting because it talks about faith, belonging and family. The soundtrack is exceptional as well as the direction. Kro is a good villain even if a little wasted in the end. In conclusion, I loved Eternals because it is so poetic and full of important themes. My favorite Eternal, however, is Druig."
